33.961295,132.09980333333334,17.6,12:4:19.0
33.96127166666667,132.09979833333333,18.9,12:4:22.0
33.96123333333333,132.099585,2.6,12:4:25.0
33.961265,132.09955166666666,-2.0,12:4:28.0
33.96129833333333,132.09952666666666,-5.3,12:4:31.0
33.96127166666667,132.099485,-9.6,12:4:34.0
33.96127666666667,132.09956833333334,6.4,12:4:37.0
33.96137,132.09951666666666,-1.2,12:4:40.0
33.96131833333333,132.099525,-2.0,12:4:43.0
33.96131333333334,132.09950833333335,-6.5,12:4:46.0
33.96131166666667,132.09951166666667,-5.4,12:4:49.0
33.96131,132.09951666666666,-3.8,12:4:52.0
33.961315,132.09951666666666,-3.3,12:4:55.0
33.96132166666666,132.0995,-3.6,12:4:58.0
33.96132,132.09949166666667,-4.0,12:5:1.0
33.961335,132.09948333333332,-4.3,12:5:4.0
33.96133833333333,132.09947833333334,-6.4,12:5:7.0
33.961335,132.09947333333332,-7.2,12:5:10.0
33.96132333333333,132.09946333333335,-8.6,12:5:13.0
33.961326666666665,132.09946333333335,-8.6,12:5:16.0
33.96131833333333,132.09946,-8.7,12:5:19.0
33.96131,132.09945666666667,-8.6,12:5:22.0
33.96130333333333,132.099455,-8.6,12:5:25.0
33.9613,132.09945333333334,-8.6,12:5:28.0
33.96129666666667,132.09945833333333,-8.7,12:5:31.0
33.96130333333333,132.09947833333334,-8.7,12:5:34.0
33.96130333333333,132.09947833333334,-8.7,12:5:37.0
33.96129666666667,132.09948833333334,-8.6,12:5:40.0
33.96129,132.09950833333335,-8.4,12:5:43.0
33.961285,132.09952333333334,-8.2,12:5:46.0
33.96127333333333,132.09953333333334,-8.0,12:5:49.0
33.961238333333334,132.09954666666667,-7.9,12:5:52.0
33.961223333333336,132.09957333333332,-7.7,12:5:55.0
33.96121,132.09959333333333,-7.6,12:5:58.0
33.96120166666667,132.09960666666666,-7.4,12:6:1.0
33.96121333333333,132.09960333333333,-7.2,12:6:5.0
33.961215,132.09960666666666,-7.1,12:6:8.0
33.96121333333333,132.09961333333334,-7.0,12:6:11.0
33.961225,132.09960166666667,-6.7,12:6:14.0
33.96123166666667,132.09960666666666,-6.3,12:6:17.0
